best_fitness,std_dev_best_fitness,average_fitness,std_dev_avg_fitness,evaluations,generations,population_size,mutation_rate,crossover_rate
1.0,0.11954691705946206,0.1812566407022929,0.013137112206538574,6750,45,150,0.5,0.9
1.0,0.0312679813869281,0.4223253127848937,0.10151175914586359,245700,1638,150,0.5,0.9
1.0,0.03026137663344012,0.2495080911829996,0.0489055234402386,40800,272,150,0.5,0.9
1.0,0.0300964632714423,0.254193518702257,0.046067820841517226,41250,275,150,0.5,0.9
1.0,0.1094544096609236,0.18330622784742542,0.015382726441082675,6450,43,150,0.5,0.9
1.0,0.06732229335365653,0.2449120259370259,0.042468854604038056,35850,239,150,0.5,0.9
1.0,0.06057859082244249,0.3184617945150313,0.08306218232491809,87900,586,150,0.5,0.9
1.0,0.07054768334116913,0.24898632288330358,0.044945561540831486,48900,326,150,0.5,0.9
1.0,0.014518697603476023,0.4056811187115003,0.10961606143810045,177750,1185,150,0.5,0.9
1.0,0.03790490217894517,0.23142302929084538,0.03112869176823345,25950,173,150,0.5,0.9
1.0,0.22222222222222224,0.1576954177509733,0.0040530207733994895,1200,8,150,0.5,0.9
1.0,0.03509312031717982,0.22547293902958923,0.030321741710643144,30300,202,150,0.5,0.9
1.0,0.0716661889320385,0.2390012644051105,0.039706413377363074,38850,259,150,0.5,0.9
1.0,0.032009219983223994,0.2615388872284364,0.06347758194718874,36450,243,150,0.5,0.9
1.0,0.06581466147374002,0.2004906516176357,0.024290295410510667,18750,125,150,0.5,0.9
1.0,0.03450327796711771,0.23236627790199219,0.04294317898745008,31350,209,150,0.5,0.9
1.0,0.10286889997472795,0.17965221248851518,0.013496700515788525,6150,41,150,0.5,0.9
1.0,0.09337548152468327,0.1886793222427025,0.01991038556442247,10500,70,150,0.5,0.9
1.0,0.06508012072602624,0.21114251574154955,0.012961055232036594,93000,620,150,1.0,0.6
1.0,0.0636726737064381,0.21690754750914565,0.014842528778915308,65550,437,150,1.0,0.6
1.0,0.07815520523003436,0.21791880054569446,0.017325664906806086,118650,791,150,1.0,0.6
1.0,0.08504501053725229,0.19619826335666027,0.013010754989607774,39150,261,150,1.0,0.6
1.0,0.0712409416493506,0.20411349636337478,0.017927562143537544,36150,241,150,1.0,0.6
1.0,0.09577298446348,0.1840244006503849,0.015501468854987571,18900,126,150,1.0,0.6
1.0,0.05757549756124395,0.21892257969518783,0.010326100255825017,350250,2335,150,1.0,0.6
1.0,0.0878921702263777,0.19860710624346986,0.01122963193663774,60900,406,150,1.0,0.6
1.0,0.06781873086950813,0.2080815573423963,0.02143307977318782,37500,250,150,1.0,0.6
1.0,0.07595520786436971,0.2134821663237601,0.012202203133279911,154200,1028,150,1.0,0.6
1.0,0.09291622271846575,0.1955075020826038,0.01456170800256471,23700,158,150,1.0,0.6
1.0,0.06553568117632953,0.22436652393100595,0.012862115772746983,212700,1418,150,1.0,0.6
1.0,0.08318237048135543,0.21509326879819946,0.012601625536782174,194550,1297,150,1.0,0.6
1.0,0.07995942838126702,0.21683507961451198,0.014012515243428385,213900,1426,150,1.0,0.6
1.0,0.07628603560711579,0.1920663939672204,0.01670821422834472,18000,120,150,1.0,0.6
1.0,0.07945194427294858,0.20789262290607582,0.01641732119846578,100200,668,150,1.0,0.6
1.0,0.08291302158510475,0.21042877866367973,0.014909929083564297,67200,448,150,1.0,0.6
1.0,0.06187149435043929,0.1949565972024269,0.02148899781812272,30000,200,150,1.0,0.6
1.0,0.045083481733371615,0.18938143568503,0.01636642906510924,18300,122,150,1.0,0.6
1.0,0.05449201947872689,0.21603698461215012,0.008404925067257941,226350,1509,150,1.0,0.6
1.0,0.09009087960924293,0.20582522665518618,0.02606481658011264,36900,246,150,1.0,0.6
1.0,0.03742376330380994,0.2189289390182179,0.020507350899282618,53250,355,150,1.0,0.6
1.0,0.05514821196563443,0.21057179243127616,0.01577820274661205,85650,571,150,1.0,0.6
1.0,0.0868782391302224,0.21466596741291155,0.015095015990951947,84150,561,150,1.0,0.6
1.0,0.08801813553352845,0.1980280052175574,0.014500717218143833,50100,334,150,1.0,0.6
1.0,0.08604883410844384,0.19808012731258343,0.015462814606034062,34050,227,150,1.0,0.6
1.0,0.06952214495257043,0.2164519194104609,0.013216650672124493,218850,1459,150,1.0,0.6
1.0,0.09040824806848438,0.19118399727053573,0.01684273398029713,23250,155,150,1.0,0.6
1.0,0.08752058111484569,0.20757563661845005,0.017206547779104502,48900,326,150,1.0,0.6
1.0,0.08082337303733425,0.22233371989843162,0.015706794776425375,156900,1046,150,1.0,0.6
1.0,0.025425964100515445,0.4481624635176798,0.09610803352407271,365000,1825,200,0.01,0.9
1.0,0.05062191095156589,0.20377027461912287,0.025458452861957435,21600,108,200,0.01,0.9
1.0,0.01201770309804432,0.4420601690362705,0.09860167789502158,346000,1730,200,0.01,0.9
1.0,0.02676529771786065,0.33264975532297897,0.09774334573528375,100800,504,200,0.01,0.9
0.5,0.014848856594124514,0.479500885983461,0.06553624434367604,999800,4999,200,0.01,0.9
0.5,0.02333566701672501,0.48091081838300587,0.06533010548862181,999800,4999,200,0.01,0.9
1.0,0.017733172553297715,0.38965322198765595,0.11287362323493096,158800,794,200,0.01,0.9
0.5,0.0,0.4845270139850346,0.05781850325838278,999800,4999,200,0.01,0.9
1.0,0.05,0.203866886213202,0.024742214543339688,19800,99,200,0.01,0.9
1.0,0.026880166528523517,0.2900241000227718,0.06919566905692774,69000,345,200,0.01,0.9
0.5,0.024986382457372773,0.47771740146242647,0.06747550559333007,999800,4999,200,0.01,0.9
1.0,0.026352313834736494,0.2831113635456773,0.0707952841305332,71800,359,200,0.01,0.9
0.5,0.004712630499168037,0.4853724055816406,0.057466114633388576,999800,4999,200,0.01,0.9
0.5,0.0,0.48473801906426905,0.05717350002543256,999800,4999,200,0.01,0.9
1.0,0.029330179841424386,0.46983353568952296,0.07705270534295629,661200,3306,200,0.01,0.9
1.0,0.07318310256025509,0.2201360872226836,0.03500220329397263,33000,165,200,0.01,0.9
1.0,0.011659478870250987,0.45945766488014117,0.08982689922539337,367600,1838,200,0.01,0.9
1.0,0.08238627960802228,0.25908274347603616,0.053844329667295826,65400,327,200,0.01,0.9
0.5,0.0,0.4861307543525919,0.05474505184914613,999800,4999,200,0.01,0.9
1.0,0.04351941398892446,0.20527582455423365,0.024888313104599838,26200,131,200,0.01,0.9
0.5,0.0,0.4851977835284599,0.05829301816834462,999800,4999,200,0.01,0.9
1.0,0.03103499985820683,0.26198447633907135,0.06063079732975928,57600,288,200,0.01,0.9
0.5,0.0,0.48833096428571426,0.05234394891747247,999800,4999,200,0.01,0.9
0.5,0.022520170920450937,0.48337921266927514,0.060517786913471955,999800,4999,200,0.01,0.9
0.5,0.0,0.4822815964997421,0.05976934706908128,999800,4999,200,0.01,0.9
0.5,0.03513360510074092,0.4762674860953374,0.06845677485887394,999800,4999,200,0.01,0.9
1.0,0.007854802795083686,0.48391289756126565,0.06108906434479479,810200,4051,200,0.01,0.9
1.0,0.04767312946227961,0.19810157867978723,0.027356775553134455,21800,109,200,0.01,0.9
1.0,0.05812381937190964,0.18991681929181928,0.016727280221782458,14600,73,200,0.01,0.9
0.5,0.011988414313364514,0.4809228769836158,0.06360758178936542,999800,4999,200,0.01,0.9
1.0,0.04274912155637434,0.2545036264787143,0.04467322027165863,120400,602,200,0.5,0.7
1.0,0.02192645048267573,0.27039855010107416,0.05120591881165208,103800,519,200,0.5,0.7
1.0,0.04509267513197057,0.24726170471349188,0.036469450149696894,97600,488,200,0.5,0.7
1.0,0.08465030320288582,0.19320508259197466,0.021700039666619445,28600,143,200,0.5,0.7
1.0,0.0841698631132051,0.2472494078452412,0.04220623894768711,98800,494,200,0.5,0.7
1.0,0.01629953416597021,0.2992948166634405,0.05378476273040518,188000,940,200,0.5,0.7
1.0,0.05134341125096786,0.20940986732688419,0.030361837006042367,47400,237,200,0.5,0.7
1.0,0.08829579394795202,0.21463882374962256,0.02857232218184218,53400,267,200,0.5,0.7
1.0,0.02009669677645352,0.28994353640023124,0.056559667019708965,123600,618,200,0.5,0.7
1.0,0.031686212526223896,0.22361829168154468,0.028567685923476804,49600,248,200,0.5,0.7
1.0,0.06340920598835188,0.2691708628020725,0.045901522387147856,154800,774,200,0.5,0.7
1.0,0.05054304180995164,0.21970392960697838,0.028106036248860208,40800,204,200,0.5,0.7
1.0,0.07089814029925995,0.2196494444355407,0.02567499341112459,37200,186,200,0.5,0.7
1.0,0.03065696697424829,0.23106015483576578,0.03065689031699079,53000,265,200,0.5,0.7
1.0,0.08241531928169518,0.25823103389206886,0.045022774222511705,105600,528,200,0.5,0.7
1.0,0.02487592975524973,0.24527534142493923,0.03464330854329645,80600,403,200,0.5,0.7
1.0,0.080320181746808,0.24205302386010477,0.03386184931293192,103600,518,200,0.5,0.7
1.0,0.026171196129510684,0.25069361686258945,0.04334459852179722,72800,364,200,0.5,0.7
1.0,0.024455799402225923,0.2427613155551254,0.03275838166868754,83400,417,200,0.5,0.7
1.0,0.06391601743323831,0.25381740573056844,0.04315958609230898,109200,546,200,0.5,0.7
1.0,0.05056982166252152,0.29217728671781446,0.04457668148857273,237600,1188,200,0.5,0.7
1.0,0.05612374044690659,0.2721246787222986,0.040867152573615846,150000,750,200,0.5,0.7
1.0,0.037319376539484674,0.2449813283008115,0.03481035162772284,71400,357,200,0.5,0.7
1.0,0.09543238246074773,0.1969484332164898,0.02371430971913786,31400,157,200,0.5,0.7
1.0,0.0562543950463012,0.1799686405366785,0.014017866995859754,15600,78,200,0.5,0.7
1.0,0.05704898695608967,0.2447329959278243,0.04176935678529268,89600,448,200,0.5,0.7
1.0,0.03502764911051693,0.2471672897568118,0.04164812079957548,67800,339,200,0.5,0.7
1.0,0.07548513560963972,0.18609892893787125,0.014798323641475075,15400,77,200,0.5,0.7
1.0,0.03776661252867948,0.29499910418281095,0.06075078621928306,188800,944,200,0.5,0.7
1.0,0.08597482511977692,0.2421348759232792,0.03542227078784236,109200,546,200,0.5,0.7
1.0,0.040899238325698806,0.21923569193330752,0.019907262494008402,138200,691,200,1.0,0.6
1.0,0.06060606060606061,0.17034982264062842,0.010049874876973916,24000,120,200,1.0,0.6
1.0,0.05859701275894489,0.21185258230700948,0.019455475496956483,123600,618,200,1.0,0.6
1.0,0.05685352436149612,0.20692779314120224,0.01591957478486482,109800,549,200,1.0,0.6
1.0,0.09413842210218244,0.1839166877786135,0.00899110359769764,33600,168,200,1.0,0.6
1.0,0.08269787667117795,0.21374479593539314,0.01764155805192731,157200,786,200,1.0,0.6
1.0,0.042974671367466806,0.19875986570199977,0.016898424906828052,105000,525,200,1.0,0.6
1.0,0.028444006199428714,0.20034087240519283,0.014810485238279967,61600,308,200,1.0,0.6
1.0,0.07362101738323103,0.17975870538675415,0.013314253520614766,16200,81,200,1.0,0.6
1.0,0.06441311648370233,0.21026570803496678,0.013190679766442242,206200,1031,200,1.0,0.6
1.0,0.03829659954623877,0.21065831489417017,0.01951495816492493,37800,189,200,1.0,0.6
1.0,0.044423606488512776,0.1994014982562362,0.012865919653918667,79600,398,200,1.0,0.6
1.0,0.08685520329896798,0.18792546743715222,0.011626309387620031,45800,229,200,1.0,0.6
1.0,0.04747416763154171,0.21490067468007754,0.011092799358222449,164600,823,200,1.0,0.6
1.0,0.0995512928618203,0.17661854377307673,0.010497756854748642,18000,90,200,1.0,0.6
1.0,0.14433756729740643,0.15828834013209014,0.004121866682281123,2200,11,200,1.0,0.6
1.0,0.03289274455452451,0.21805745457854248,0.014252119996456111,201400,1007,200,1.0,0.6
1.0,0.0540900182066864,0.21400644945750372,0.015320521928007026,132600,663,200,1.0,0.6
1.0,0.09051286365883518,0.1884179524322172,0.013979835351653144,27400,137,200,1.0,0.6
1.0,0.02088779965721784,0.217294244925135,0.01881874790383979,114400,572,200,1.0,0.6
1.0,0.06189284338286346,0.210257798492416,0.011587736824871629,278000,1390,200,1.0,0.6
1.0,0.07797646276081398,0.21489002219482578,0.013230986574592781,231000,1155,200,1.0,0.6
1.0,0.06942914288105101,0.19019575155948704,0.014536223070623513,34200,171,200,1.0,0.6
1.0,0.10110259587561303,0.18624073033448033,0.01591022263920458,19000,95,200,1.0,0.6
1.0,0.08425043411985182,0.1978505511810221,0.01835055638958178,55200,276,200,1.0,0.6
1.0,0.0745775085022502,0.17885495365994986,0.013518693993977511,25200,126,200,1.0,0.6
1.0,0.0674659549374186,0.2172550923789375,0.01661394949090407,183800,919,200,1.0,0.6
1.0,0.10054288939986064,0.18257420268806823,0.01483259526846121,20800,104,200,1.0,0.6
1.0,0.08964115933711564,0.1933293017408277,0.015105417981199744,30600,153,200,1.0,0.6
1.0,0.05807336727433089,0.221568967737446,0.01057706434537145,340200,1701,200,1.0,0.6
